Transition	Tag	Frequency(Ghz)	Eup(K)	Aij	Tau	Tex	Intensity(K)
CH3COOH, vt=0 (5 4 2 0 0 _ 5 1 5 0 0) 	60523	106729.222	14.497	3.37E-9	0.000E0	0	0.00E0	
CH3COCH3 (18 6 12 1 _ 18 5 13 1) 	58003	106739.794	121.839	2.10E-5	0.000E0	0	0.00E0	
CH3COCH3 (18 6 12 1 _ 18 5 13 2) 	58003	106739.866	121.839	2.10E-5	0.000E0	0	0.00E0	
CH3COCH3 (18 7 12 1 _ 18 6 13 1) 	58003	106739.986	121.839	2.10E-5	0.000E0	0	0.00E0	
CH3COCH3 (18 7 12 1 _ 18 6 13 2) 	58003	106740.056	121.839	2.10E-5	0.000E0	0	0.00E0	
CH3COOH, vt=0 (10 6 4 0 0 _ 9 8 2 0 0) 	60523	106752.507	50.15	1.04E-8	0.000E0	0	0.00E0	
C6H (38 1 38.5 _ 37 -1 37.5) 	73501	106762.421	100.939	2.14E-4	0.000E0	0	0.00E0	
C2H5OH,v=0 (6 1 5 1 _ 5 1 4 1) 	46524	106767.221	80.727	1.05E-5	0.000E0	0	0.00E0	
C2H3CHO (15 0 15 0 _ 14 1 14 0) 	56008	106775.296	50.931	1.66E-6	0.000E0	0	0.00E0	
CH3OCH3 (9 1 8 0 _ 8 2 7 0) 	46008	106775.602	43.433	2.16E-6	0.000E0	0	0.00E0	
CH3OCH3 (9 1 8 1 _ 8 2 7 1) 	46008	106777.344	43.434	2.16E-6	0.000E0	0	0.00E0	
CH3OCH3 (9 1 8 3 _ 8 2 7 3) 	46008	106779.083	43.434	2.16E-6	0.000E0	0	0.00E0	
CH3OCH3 (9 1 8 2 _ 8 2 7 2) 	46008	106779.091	43.434	2.16E-6	0.000E0	0	0.00E0	
CH3COCH3 (11 6 6 0 _ 10 7 3 0) 	58003	106791.403	50.959	1.15E-6	0.000E0	0	0.00E0	
CH3OCHO (19 5 14 2 _ 18 6 13 1) 	60003	106797.719	130.445	3.86E-7	0.000E0	0	0.00E0	
CH3OCHO (19 5 14 0 _ 18 6 13 0) 	60003	106804.193	130.44	3.89E-7	0.000E0	0	0.00E0	
CH3COOH, vt=1 (7 5 2 1 0 _ 7 3 5 1 0) 	60524	106809.469	132.153	1.57E-8	0.000E0	0	0.00E0	
CH3COCH3 (13 10 3 1 _ 13 7 6 2) 	58003	106827.363	77.93	8.98E-7	0.000E0	0	0.00E0	
C3H7CN (13 3 10 0 _ 13 2 11 0) 	69002	106842.045	28.58	3.40E-6	0.000E0	0	0.00E0	
C2H3CHO (12 7 5 0 _ 11 7 4 0) 	56008	106853.642	134.18	4.19E-5	0.000E0	0	0.00E0	
C2H3CHO (12 7 6 0 _ 11 7 5 0) 	56008	106853.642	134.18	4.19E-5	0.000E0	0	0.00E0	
C2H3CHO (8 1 8 0 _ 7 0 7 0) 	56008	106855.611	17.072	1.57E-6	0.000E0	0	0.00E0	
C2H3CHO (12 6 6 0 _ 11 6 5 0) 	56008	106857.696	107.433	4.76E-5	0.000E0	0	0.00E0	
C2H3CHO (12 6 7 0 _ 11 6 6 0) 	56008	106857.696	107.433	4.76E-5	0.000E0	0	0.00E0	
C3H7CN (24 2 22 0 _ 23 2 21 0) 	69002	106858.356	68.025	8.94E-5	0.000E0	0	0.00E0	
C2H3CHO (12 5 7 0 _ 11 5 6 0) 	56008	106866.863	84.797	5.25E-5	0.000E0	0	0.00E0	
C2H3CHO (12 5 8 0 _ 11 5 7 0) 	56008	106866.863	84.797	5.25E-5	0.000E0	0	0.00E0	
CH3COCH3 (18 6 12 0 _ 18 5 13 1) 	58003	106873.162	121.795	2.11E-5	0.000E0	0	0.00E0	
CH3COCH3 (18 7 12 0 _ 18 6 13 1) 	58003	106873.359	121.795	2.11E-5	0.000E0	0	0.00E0	
CH3COOH, vt=0 (7 3 4 0 0 _ 6 4 3 0 0) 	60523	106877.631	24.231	5.34E-6	0.000E0	0	0.00E0	
C2H3CHO (12 4 9 0 _ 11 4 8 0) 	56008	106886.682	66.275	5.65E-5	0.000E0	0	0.00E0	
C2H3CHO (12 4 8 0 _ 11 4 7 0) 	56008	106887.025	66.276	5.65E-5	0.000E0	0	0.00E0	
CH3COOH, vt=0 (13 10 4 0 0 _ 13 8 6 0 0) 	60523	106896.766	86.499	6.79E-8	0.000E0	0	0.00E0	
C2H5CN (4 2 2 _ 3 1 3) 	55001	106905.507	8.751	4.22E-6	0.000E0	0	0.00E0	
C2H3CHO (12 3 10 0 _ 11 3 9 0) 	56008	106922.851	51.872	5.96E-5	0.000E0	0	0.00E0	
CH3COCH3 (9 6 3 0 _ 8 7 1 1) 	58003	106923.941	37.253	1.09E-6	0.000E0	0	0.00E0	
CH3CHO (11 2 10 1 _ 11 1 10 2) 	44003	106925.962	70.003	3.20E-8	0.000E0	0	0.00E0	
C2H3CHO (12 3 9 0 _ 11 3 8 0) 	56008	106950.398	51.875	5.97E-5	0.000E0	0	0.00E0	
C3H7CN (12 3 9 0 _ 12 2 10 0) 	69002	106956.641	25.821	3.38E-6	0.000E0	0	0.00E0	
CH3OCHO (4 2 2 2 _ 3 0 3 2) 	60003	106970.363	8.638	1.36E-7	0.000E0	0	0.00E0	
C3H7CN (22 1 22 0 _ 21 0 21 0) 	69002	106976.927	53.954	4.42E-6	0.000E0	0	0.00E0	
CH3COOH, vt=0 (17 7 10 0 1 _ 16 10 7 0 2) 	60523	106977.081	127.344	5.62E-8	0.000E0	0	0.00E0	
CH3OCHO (4 2 2 0 _ 3 0 3 0) 	60003	106993.172	8.62	1.36E-7	0.000E0	0	0.00E0	
CH3COCH3 (18 6 12 0 _ 18 5 13 0) 	58003	107006.295	121.751	2.12E-5	0.000E0	0	0.00E0	
CH3COCH3 (18 7 12 0 _ 18 6 13 0) 	58003	107006.496	121.751	2.12E-5	0.000E0	0	0.00E0	
CH3COOH, vt=0 (17 8 10 0 1 _ 16 10 7 0 2) 	60523	107007.359	127.345	1.30E-8	0.000E0	0	0.00E0	
CH3OH, vt=0-2 (3 1 3 0 _ 4 0 4 0) 	32504	107013.831	28.348	6.13E-6	0.000E0	0	0.00E0	
CH3COCH3 (18 11 7 0 _ 17 14 4 0) 	58003	107014.405	139.392	4.79E-8	0.000E0	0	0.00E0	
CH3COOH, vt=1 (6 5 2 1 2 _ 5 4 1 1 1) 	60524	107021.849	132.512	8.21E-6	0.000E0	0	0.00E0	
C5N (38 37.5 38.5 _ 37 37.5 38.5) 	74501	107029.809	99.799	2.84E-8	0.000E0	0	0.00E0	
C5N (38 37.5 37.5 _ 37 37.5 37.5) 	74501	107032.632	99.799	2.83E-8	0.000E0	0	0.00E0	
C5N (38 37.5 36.5 _ 37 37.5 36.5) 	74501	107035.379	99.799	2.82E-8	0.000E0	0	0.00E0	
CH3COCH3 (11 9 2 0 _ 10 10 0 1) 	58003	107041.298	57.585	4.73E-7	0.000E0	0	0.00E0	
C2H5CN (12 2 11 _ 11 2 10) 	55001	107043.527	37.897	9.87E-5	0.000E0	0	0.00E0	
C3H7CN (11 3 8 0 _ 11 2 9 0) 	69002	107047.140	23.274	3.36E-6	0.000E0	0	0.00E0	
CH3COOH, vt=1 (8 2 6 1 2 _ 7 3 5 1 1) 	60524	107066.366	139.733	1.34E-5	0.000E0	0	0.00E0	
CH3COOH, vt=1 (7 5 2 1 0 _ 7 2 5 1 0) 	60524	107066.453	132.153	1.28E-7	0.000E0	0	0.00E0	
CH3COOH, vt=1 (8 3 6 1 2 _ 7 3 5 1 1) 	60524	107067.007	139.733	1.05E-7	0.000E0	0	0.00E0	
CH3COOH, vt=1 (8 2 6 1 2 _ 7 2 5 1 1) 	60524	107069.791	139.733	1.05E-7	0.000E0	0	0.00E0	
CH3COOH, vt=1 (8 3 6 1 2 _ 7 2 5 1 1) 	60524	107070.432	139.733	1.34E-5	0.000E0	0	0.00E0	
CH3COOH, vt=0 (10 4 6 0 0 _ 9 6 4 0 0) 	60523	107089.195	46.14	9.33E-10	0.000E0	0	0.00E0	
CH3COCH3 (11 9 2 1 _ 10 10 0 2) 	58003	107100.032	57.688	4.80E-7	0.000E0	0	0.00E0	
C3H7CN (10 3 7 0 _ 10 2 8 0) 	69002	107116.993	20.939	3.32E-6	0.000E0	0	0.00E0	
CH3COOH, vt=0 (6 4 3 0 2 _ 5 3 2 0 1) 	60523	107122.072	18.686	5.87E-6	0.000E0	0	0.00E0	
C2H5OH,v=0 (6 3 4 1 _ 7 2 6 0) 	46524	107124.792	90.083	8.40E-7	0.000E0	0	0.00E0	
C3H7CN (24 1 23 0 _ 23 1 22 0) 	69002	107161.444	65.415	9.06E-5	0.000E0	0	0.00E0	
C3H7CN (9 3 6 0 _ 9 2 7 0) 	69002	107169.469	18.817	3.28E-6	0.000E0	0	0.00E0	
CH3COCH3 (11 9 2 0 _ 10 10 1 0) 	58003	107180.146	57.491	4.81E-7	0.000E0	0	0.00E0	
C3H7CN (8 3 5 0 _ 8 2 6 0) 	69002	107207.621	16.907	3.21E-6	0.000E0	0	0.00E0	
CH3COCH3 (11 9 3 1 _ 10 10 0 1) 	58003	107225.457	57.579	4.83E-7	0.000E0	0	0.00E0	
CH3COCH3 (17 5 12 1 _ 17 4 13 1) 	58003	107227.738	105.936	1.90E-5	0.000E0	0	0.00E0	
CH3COCH3 (17 6 12 1 _ 17 5 13 1) 	58003	107227.778	105.936	1.90E-5	0.000E0	0	0.00E0	
CH3COCH3 (17 5 12 1 _ 17 4 13 2) 	58003	107227.803	105.936	1.90E-5	0.000E0	0	0.00E0	
CH3COCH3 (17 6 12 1 _ 17 5 13 2) 	58003	107227.843	105.936	1.90E-5	0.000E0	0	0.00E0	
C3H7CN (36 2 35 0 _ 36 0 36 0) 	69002	107228.354	145.134	1.15E-7	0.000E0	0	0.00E0	
C3H7CN (7 3 4 0 _ 7 2 5 0) 	69002	107234.253	15.209	3.13E-6	0.000E0	0	0.00E0	
C3H7CN (6 3 3 0 _ 6 2 4 0) 	69002	107251.898	13.724	3.00E-6	0.000E0	0	0.00E0	
C3H7CN (5 3 2 0 _ 5 2 3 0) 	69002	107262.797	12.45	2.80E-6	0.000E0	0	0.00E0	
C3H7CN (4 3 1 0 _ 4 2 2 0) 	69002	107268.890	11.389	2.44E-6	0.000E0	0	0.00E0	
C3H7CN (3 3 0 0 _ 3 2 1 0) 	69002	107271.801	10.54	1.74E-6	0.000E0	0	0.00E0	
C3H7CN (3 3 1 0 _ 3 2 2 0) 	69002	107274.118	10.54	1.74E-6	0.000E0	0	0.00E0	
C3H7CN (4 3 2 0 _ 4 2 3 0) 	69002	107275.836	11.389	2.44E-6	0.000E0	0	0.00E0	
CH3COCH3 (16 7 9 0 _ 15 10 6 0) 	58003	107276.966	103.61	2.78E-7	0.000E0	0	0.00E0	
C3H7CN (5 3 3 0 _ 5 2 4 0) 	69002	107278.989	12.45	2.80E-6	0.000E0	0	0.00E0	
C3H7CN (6 3 4 0 _ 6 2 5 0) 	69002	107284.243	13.724	3.00E-6	0.000E0	0	0.00E0	
C3H7CN (7 3 5 0 _ 7 2 6 0) 	69002	107292.386	15.209	3.13E-6	0.000E0	0	0.00E0	
CH3COCH3 (10 6 5 0 _ 9 7 3 1) 	58003	107294.644	43.563	1.89E-7	0.000E0	0	0.00E0	
C3H7CN (8 3 6 0 _ 8 2 7 0) 	69002	107304.334	16.907	3.22E-6	0.000E0	0	0.00E0	
CH3SH,v=0-2 (3 1 2 0 _ 3 0 3 0) 	48510	107316.400	12.432	3.97E-6	0.000E0	0	0.00E0	
C3H7CN (9 3 7 0 _ 9 2 8 0) 	69002	107321.117	18.817	3.29E-6	0.000E0	0	0.00E0	
CH3SH,v=0-2 (6 2 4 1 _ 7 1 7 2) 	48510	107329.951	43.622	2.24E-8	0.000E0	0	0.00E0	
C3H7CN (10 3 8 0 _ 10 2 9 0) 	69002	107343.882	20.939	3.34E-6	0.000E0	0	0.00E0	
CH3COOH, vt=0 (10 5 6 0 0 _ 9 6 4 0 0) 	60523	107344.011	46.152	3.02E-9	0.000E0	0	0.00E0	
C3H7CN (6 5 1 1 _ 7 2 6 1) 	69002	107345.884	146.491	4.09E-10	0.000E0	0	0.00E0	
CH3COCH3 (11 9 3 0 _ 10 10 1 1) 	58003	107371.058	57.487	4.77E-7	0.000E0	0	0.00E0	
C3H7CN (11 3 9 0 _ 11 2 10 0) 	69002	107373.883	23.274	3.38E-6	0.000E0	0	0.00E0	
CH3COCH3 (17 5 12 0 _ 17 4 13 1) 	58003	107376.810	105.882	1.91E-5	0.000E0	0	0.00E0	
CH3COCH3 (17 6 12 0 _ 17 5 13 1) 	58003	107376.851	105.882	1.91E-5	0.000E0	0	0.00E0	
CH3COCH3 (16 7 9 0 _ 15 10 6 1) 	58003	107386.510	103.658	2.77E-7	0.000E0	0	0.00E0	
C6H- (39 _ 38) 	73502	107387.637	103.079	4.78E-4	0.000E0	0	0.00E0	
CH3COOH, vt=0 (17 13 5 0 0 _ 17 11 6 0 0) 	60523	107391.312	145.379	7.54E-8	0.000E0	0	0.00E0	
CH3COOH, vt=0 (17 7 10 0 0 _ 16 10 7 0 0) 	60523	107396.251	127.507	5.23E-8	0.000E0	0	0.00E0	
CH3C3N (26 3 _ 25 3) 	65503	107402.512	136.973	1.57E-4	0.000E0	0	0.00E0	
C2H3CHO (21 1 20 0 _ 21 0 21 0) 	56008	107404.211	102.686	1.54E-6	0.000E0	0	0.00E0	
CH3COOH, vt=0 (13 8 6 0 0 _ 12 10 3 0 0) 	60523	107405.716	81.369	8.01E-9	0.000E0	0	0.00E0	
CH3C3N (26 2 _ 25 2) 	65503	107407.677	99.543	1.59E-4	0.000E0	0	0.00E0	
C5H (22 1 22.5 23 _ 21 -1 21.5 22) 	61505	107409.891	60.484	1.68E-4	0.000E0	0	0.00E0	
C5H (22 1 22.5 22 _ 21 -1 21.5 21) 	61505	107409.891	60.484	1.68E-4	0.000E0	0	0.00E0	
CH3C3N (26 1 _ 25 1) 	65503	107410.776	77.082	1.59E-4	0.000E0	0	0.00E0	
CH3C3N (26 0 _ 25 0) 	65503	107411.809	69.594	1.60E-4	0.000E0	0	0.00E0	
C3H7CN (12 3 10 0 _ 12 2 11 0) 	69002	107412.478	25.821	3.42E-6	0.000E0	0	0.00E0	
CH3COOH, vt=0 (17 8 10 0 0 _ 16 10 7 0 0) 	60523	107413.401	127.508	1.11E-8	0.000E0	0	0.00E0	
C5H (22 -1 22.5 23 _ 21 1 21.5 22) 	61505	107416.595	60.489	1.68E-4	0.000E0	0	0.00E0	
C5H (22 -1 22.5 22 _ 21 1 21.5 21) 	61505	107416.595	60.489	1.68E-4	0.000E0	0	0.00E0	
CH3COCH3 (16 7 9 1 _ 15 10 6 1) 	58003	107426.615	103.706	2.75E-7	0.000E0	0	0.00E0	
CH3COCH3 (5 3 2 1 _ 4 2 3 1) 	58003	107435.837	12.378	5.33E-6	0.000E0	0	0.00E0	
CH3COOH, vt=0 (14 7 7 0 2 _ 13 10 4 0 1) 	60523	107447.094	91.778	6.77E-8	0.000E0	0	0.00E0	
C6H (39 1 38.5 _ 38 -1 37.5) 	73501	107453.845	123.973	2.19E-4	0.000E0	0	0.00E0	
C3H7CN (13 3 11 0 _ 13 2 12 0) 	69002	107461.121	28.58	3.45E-6	0.000E0	0	0.00E0	
CH3NH2 (4 0 7 _ 3 1 7) 	31008	107461.939	21.855	1.09E-6	0.000E0	0	0.00E0	
CH3COOH, vt=0 (10 8 2 0 1 _ 9 9 1 0 2) 	60523	107476.107	52.951	1.49E-7	0.000E0	0	0.00E0	
CH3COCH3 (5 3 2 1 _ 4 2 3 2) 	58003	107477.291	12.38	5.31E-6	0.000E0	0	0.00E0	
C2H5CN (17 2 16 _ 17 1 17) 	55001	107481.441	69.939	3.85E-6	0.000E0	0	0.00E0	
C2H5CN (12 7 5 _ 11 7 4) 	55001	107485.160	87.994	6.79E-5	0.000E0	0	0.00E0	
C2H5CN (12 7 6 _ 11 7 5) 	55001	107485.160	87.994	6.79E-5	0.000E0	0	0.00E0	
C2H5CN (12 6 7 _ 11 6 6) 	55001	107486.949	73.554	7.71E-5	0.000E0	0	0.00E0	
C2H5CN (12 6 6 _ 11 6 5) 	55001	107486.949	73.554	7.71E-5	0.000E0	0	0.00E0	
C2H5CN (12 8 4 _ 11 8 3) 	55001	107491.574	104.646	5.72E-5	0.000E0	0	0.00E0	
C2H5CN (12 8 5 _ 11 8 4) 	55001	107491.574	104.646	5.72E-5	0.000E0	0	0.00E0	
C2H5OH,v=0 (8 2 7 1 _ 7 3 5 0) 	46524	107498.087	96.289	9.97E-7	0.000E0	0	0.00E0	
CH3COCH3 (6 4 2 1 _ 5 3 2 2) 	58003	107499.584	17.539	2.52E-7	0.000E0	0	0.00E0	
C2H5CN (12 5 8 _ 11 5 7) 	55001	107502.432	61.331	8.50E-5	0.000E0	0	0.00E0	
C2H5CN (12 5 7 _ 11 5 6) 	55001	107502.432	61.331	8.50E-5	0.000E0	0	0.00E0	
C2H5CN (12 9 3 _ 11 9 2) 	55001	107503.686	123.505	4.50E-5	0.000E0	0	0.00E0	
C2H5CN (12 9 4 _ 11 9 3) 	55001	107503.686	123.505	4.50E-5	0.000E0	0	0.00E0	
C6H (39 -1 38.5 _ 38 1 37.5) 	73501	107508.254	124.042	2.19E-4	0.000E0	0	0.00E0	
CH3COCH3 (5 3 2 0 _ 4 2 3 1) 	58003	107515.906	12.276	5.36E-6	0.000E0	0	0.00E0	
C2H5CN (12 10 2 _ 11 10 1) 	55001	107519.861	144.565	3.15E-5	0.000E0	0	0.00E0	
C2H5CN (12 10 3 _ 11 10 2) 	55001	107519.861	144.565	3.15E-5	0.000E0	0	0.00E0	
CH3COOH, vt=0 (11 10 2 0 0 _ 11 8 4 0 0) 	60523	107520.055	66.83	5.47E-8	0.000E0	0	0.00E0	
C3H7CN (14 3 12 0 _ 14 2 13 0) 	69002	107521.356	31.552	3.48E-6	0.000E0	0	0.00E0	
CH3COCH3 (8 7 2 1 _ 8 4 5 2) 	58003	107522.457	32.067	7.25E-8	0.000E0	0	0.00E0	
CH3COCH3 (17 5 12 0 _ 17 4 13 0) 	58003	107525.628	105.829	1.92E-5	0.000E0	0	0.00E0	
CH3COCH3 (17 6 12 0 _ 17 5 13 0) 	58003	107525.670	105.829	1.92E-5	0.000E0	0	0.00E0	
CH3COOH, vt=0 (4 4 1 0 0 _ 3 1 2 0 0) 	60523	107527.624	10.581	2.80E-7	0.000E0	0	0.00E0	
C2H3CHO (12 2 10 0 _ 11 2 9 0) 	56008	107528.840	41.681	6.29E-5	0.000E0	0	0.00E0	
C3H7CN (28 6 23 0 _ 29 5 24 0) 	69002	107533.691	123.225	1.16E-6	0.000E0	0	0.00E0	
C3H7CN (28 6 22 0 _ 29 5 25 0) 	69002	107534.291	123.225	1.16E-6	0.000E0	0	0.00E0	
CH3OCHO (9 2 8 1 _ 8 2 7 1) 	60003	107537.258	28.77	1.72E-5	0.000E0	0	0.00E0	
C2H5OH,v=0 (14 2 13 0 _ 13 2 11 1) 	46524	107540.749	148.439	4.49E-9	0.000E0	0	0.00E0	
CH3OCHO (9 2 8 0 _ 8 2 7 0) 	60003	107543.711	28.754	1.72E-5	0.000E0	0	0.00E0	
C2H5CN (12 4 9 _ 11 4 8) 	55001	107544.042	51.33	9.16E-5	0.000E0	0	0.00E0	
C2H5CN (12 4 8 _ 11 4 7) 	55001	107547.460	51.331	9.16E-5	0.000E0	0	0.00E0	
CH3COOH, vt=1 (9 4 5 1 0 _ 8 6 3 1 0) 	60524	107550.319	143.88	6.47E-8	0.000E0	0	0.00E0	
CH3SH,v=0-2 (11 1 10 1 _ 11 0 11 1) 	48510	107556.306	86.605	3.07E-6	0.000E0	0	0.00E0	
CH3COCH3 (6 4 2 0 _ 5 3 2 1) 	58003	107558.787	17.438	6.40E-8	0.000E0	0	0.00E0	
CH3COCH3 (16 7 9 1 _ 15 10 6 2) 	58003	107563.063	103.706	2.75E-7	0.000E0	0	0.00E0	
CH3COCH3 (5 3 2 0 _ 4 2 3 0) 	58003	107575.577	12.174	5.40E-6	0.000E0	0	0.00E0	
CH3COOH, vt=0 (12 5 7 0 2 _ 11 7 4 0 1) 	60523	107592.489	65.385	3.07E-8	0.000E0	0	0.00E0	
C2H5CN (12 3 10 _ 11 3 9) 	55001	107594.056	43.555	9.67E-5	0.000E0	0	0.00E0	
C3H7CN (15 3 13 0 _ 15 2 14 0) 	69002	107594.811	34.736	3.50E-6	0.000E0	0	0.00E0	
CH3COCH3 (15 7 8 0 _ 14 10 5 0) 	58003	107614.538	92.883	3.16E-7	0.000E0	0	0.00E0	
CH3COCH3 (16 4 12 1 _ 16 3 13 1) 	58003	107633.312	90.899	1.65E-5	0.000E0	0	0.00E0	
CH3COCH3 (16 5 12 1 _ 16 4 13 1) 	58003	107633.319	90.899	1.65E-5	0.000E0	0	0.00E0	
CH3COCH3 (16 4 12 1 _ 16 3 13 2) 	58003	107633.385	90.9	1.65E-5	0.000E0	0	0.00E0	
CH3COCH3 (16 5 12 1 _ 16 4 13 2) 	58003	107633.392	90.9	1.65E-5	0.000E0	0	0.00E0	
CH3COCH3 (15 8 7 1 _ 14 11 3 2) 	58003	107634.402	95.736	8.95E-8	0.000E0	0	0.00E0	
CH3COOH, vt=0 (8 5 3 0 0 _ 7 6 1 0 0) 	60523	107651.801	33.206	5.24E-7	0.000E0	0	0.00E0	
CH3COOH, vt=0 (6 6 0 0 0 _ 6 3 4 0 0) 	60523	107676.015	22.588	5.11E-9	0.000E0	0	0.00E0	
C3H7CN (16 3 14 0 _ 16 2 15 0) 	69002	107683.189	38.132	3.53E-6	0.000E0	0	0.00E0	
CH3COCH3 (10 7 4 1 _ 9 8 2 2) 	58003	107691.196	45.573	1.07E-6	0.000E0	0	0.00E0	
C2H3CHO (20 2 18 0 _ 20 1 19 0) 	56008	107700.137	98.742	2.25E-6	0.000E0	0	0.00E0	
CH3COCH3 (11 9 2 1 _ 10 10 1 1) 	58003	107726.710	57.603	4.90E-7	0.000E0	0	0.00E0	
C2H5CN (12 3 9 _ 11 3 8) 	55001	107734.723	43.572	9.71E-5	0.000E0	0	0.00E0	
C2H3CHO (21 2 19 0 _ 21 1 20 0) 	56008	107769.016	107.859	2.29E-6	0.000E0	0	0.00E0	
CH3COCH3 (9 6 3 0 _ 8 7 2 0) 	58003	107787.252	37.166	2.62E-6	0.000E0	0	0.00E0	
C3H7CN (17 3 15 0 _ 17 2 16 0) 	69002	107788.257	41.741	3.56E-6	0.000E0	0	0.00E0	
CH3COCH3 (16 4 12 0 _ 16 3 13 1) 	58003	107797.721	90.836	1.66E-5	0.000E0	0	0.00E0	
CH3COCH3 (16 5 12 0 _ 16 4 13 1) 	58003	107797.728	90.836	1.66E-5	0.000E0	0	0.00E0	
CH3SH,v=0-2 (8 2 7 2 _ 9 0 9 1) 	48510	107811.449	61.178	6.29E-10	0.000E0	0	0.00E0	
CH3COOH, vt=0 (10 5 5 0 0 _ 9 7 2 0 0) 	60523	107831.085	48.539	4.82E-8	0.000E0	0	0.00E0	
SO2 (12 4 8 _ 13 3 11) 	64002	107843.470	111	2.65E-6	0.000E0	0	0.00E0	
CH3COCH3 (11 9 3 1 _ 10 10 1 2) 	58003	107845.372	57.495	4.90E-7	0.000E0	0	0.00E0	
CH3COOH, vt=0 (12 6 7 0 2 _ 11 7 4 0 1) 	60523	107871.242	65.398	1.37E-7	0.000E0	0	0.00E0	
CH3CHO (3 1 2 2 _ 2 0 2 2) 	44003	107888.883	8.048	6.42E-8	0.000E0	0	0.00E0	
CH3COCH3 (15 7 8 0 _ 14 10 5 1) 	58003	107911.775	92.936	3.09E-7	0.000E0	0	0.00E0	
C3H7CN (18 3 16 0 _ 18 2 17 0) 	69002	107911.847	45.562	3.59E-6	0.000E0	0	0.00E0	
CH3COCH3 (15 7 8 1 _ 14 10 5 1) 	58003	107919.101	92.989	3.15E-7	0.000E0	0	0.00E0	
CH3COCH3 (10 6 5 1 _ 9 7 3 2) 	58003	107920.621	43.641	4.58E-7	0.000E0	0	0.00E0	
C2H3CHO (19 2 17 0 _ 19 1 18 0) 	56008	107944.773	90.068	2.22E-6	0.000E0	0	0.00E0	
C3H7CN (5 2 3 0 _ 4 0 4 0) 	69002	107955.648	7.303	2.60E-9	0.000E0	0	0.00E0	
CH3COCH3 (16 4 12 0 _ 16 3 13 0) 	58003	107961.852	90.772	1.67E-5	0.000E0	0	0.00E0	
CH3COCH3 (16 5 12 0 _ 16 4 13 0) 	58003	107961.860	90.772	1.67E-5	0.000E0	0	0.00E0	
CH3COCH3 (15 3 12 1 _ 15 2 13 1) 	58003	107967.774	76.733	1.36E-5	0.000E0	0	0.00E0	
CH3COCH3 (15 4 12 1 _ 15 3 13 1) 	58003	107967.776	76.733	1.36E-5	0.000E0	0	0.00E0	
CH3COCH3 (15 3 12 1 _ 15 2 13 2) 	58003	107967.866	76.733	1.36E-5	0.000E0	0	0.00E0	
CH3COCH3 (15 4 12 1 _ 15 3 13 2) 	58003	107967.867	76.733	1.36E-5	0.000E0	0	0.00E0	
CH3OCHO (15 5 10 2 _ 15 4 11 2) 	60003	108045.959	87.873	1.95E-6	0.000E0	0	0.00E0	
CH3OCHO (15 5 10 0 _ 15 4 11 0) 	60003	108050.939	87.864	1.95E-6	0.000E0	0	0.00E0	
C3H7CN (19 3 17 0 _ 19 2 18 0) 	69002	108055.836	49.596	3.61E-6	0.000E0	0	0.00E0	
CH3COCH3 (7 4 3 1 _ 7 1 6 1) 	58003	108072.213	22.762	4.88E-8	0.000E0	0	0.00E0	
C5H (23 -1 22.5 22 _ 22 1 21.5 21) 	61505	108134.981	95.47	1.71E-4	0.000E0	0	0.00E0	
C5H (23 -1 22.5 23 _ 22 1 21.5 22) 	61505	108135.077	95.47	1.71E-4	0.000E0	0	0.00E0	
C5H (23 1 22.5 22 _ 22 -1 21.5 21) 	61505	108138.010	95.471	1.71E-4	0.000E0	0	0.00E0	
C5H (23 1 22.5 23 _ 22 -1 21.5 22) 	61505	108138.102	95.472	1.71E-4	0.000E0	0	0.00E0	
CH3COCH3 (15 3 12 0 _ 15 2 13 1) 	58003	108147.056	76.659	1.37E-5	0.000E0	0	0.00E0	
CH3COCH3 (15 4 12 0 _ 15 3 13 1) 	58003	108147.057	76.659	1.37E-5	0.000E0	0	0.00E0	
CH3CHO (11 3 9 1 _ 12 1 11 2) 	44003	108173.850	81.389	5.10E-9	0.000E0	0	0.00E0	
C2H3CHO (22 2 20 0 _ 22 1 21 0) 	56008	108178.386	117.417	2.34E-6	0.000E0	0	0.00E0	
C2H5OH,v=0 (6 1 5 2 _ 5 1 4 2) 	46524	108188.245	19.457	1.41E-8	0.000E0	0	0.00E0	
CH3COOH, vt=0 (7 4 4 0 1 _ 6 4 3 0 2) 	60523	108201.929	23.879	3.27E-6	0.000E0	0	0.00E0	
C2H3CN (2 2 0 0 1 _ 3 1 3 0 2) 	53001	108205.840	10.023	3.84E-7	0.000E0	0	0.00E0	
C2H3CN (2 2 0 0 3 _ 3 1 3 0 2) 	53001	108206.526	10.023	8.70E-10	0.000E0	0	0.00E0	
C2H3CN (2 2 0 0 3 _ 3 1 3 0 4) 	53001	108206.873	10.023	3.52E-7	0.000E0	0	0.00E0	
C2H3CN (2 2 0 0 2 _ 3 1 3 0 2) 	53001	108207.739	10.023	4.26E-8	0.000E0	0	0.00E0	
C3H7CN (7 3 5 1 _ 6 0 6 1) 	69002	108207.833	143.087	2.27E-7	0.000E0	0	0.00E0	
C2H3CN (2 2 0 0 3 _ 3 1 3 0 3) 	53001	108207.895	10.023	3.05E-8	0.000E0	0	0.00E0	
C2H3CN (2 2 0 0 2 _ 3 1 3 0 3) 	53001	108209.108	10.023	3.41E-7	0.000E0	0	0.00E0	
